siteid,sitename,monitordate,aqi,so2subindex,cosubindex,o3subindex,pm10subindex,no2subindex,o38subindex,pm25subindex
33,彰化,2022-12-02,33,2,3,,22,33,25,20
32,西屯,2022-12-02,32,2,2,,14,32,30,19
31,忠明,2022-12-02,32,2,3,,13,32,25,12
30,大里,2022-12-02,40,2,5,,14,40,26,10
29,沙鹿,2022-12-02,28,2,2,,14,28,28,12
28,豐原,2022-12-02,30,2,2,,9,30,19,20
27,三義,2022-12-02,25,2,2,,8,22,25,14
26,苗栗,2022-12-02,38,5,5,,9,38,26,17
25,頭份,2022-12-02,47,5,5,,7,47,,13
24,新竹,2022-12-02,33,2,3,,7,33,27,10
23,竹東,2022-12-02,29,2,2,,6,20,29,13
22,湖口,2022-12-02,30,2,2,,8,17,30,10
21,龍潭,2022-12-02,28,2,2,,2,23,28,1
20,平鎮,2022-12-02,37,2,3,,6,37,24,19
19,觀音,2022-12-02,31,12,5,,14,13,31,11
18,大園,2022-12-02,35,12,2,,9,35,27,14
17,桃園,2022-12-02,32,2,3,,4,32,25,7
16,大同,2022-12-02,51,10,11,,17,51,,25
15,松山,2022-12-02,42,2,3,,9,42,29,2
14,古亭,2022-12-02,28,0,2,,4,25,28,9
13,萬華,2022-12-02,45,2,5,,5,45,28,12
12,中山,2022-12-02,43,0,5,,6,43,26,6
11,士林,2022-12-02,31,2,2,,3,28,31,7
10,淡水,2022-12-02,35,0,5,,4,35,31,7
9,林口,2022-12-02,33,0,2,,4,33,27,6
8,菜寮,2022-12-02,30,2,3,,4,30,27,7
7,新莊,2022-12-02,32,0,3,,7,32,26,6
6,板橋,2022-12-02,35,2,5,,5,35,26,13
5,土城,2022-12-02,28,0,3,,5,28,28,1
4,新店,2022-12-02,26,2,3,,3,25,26,4
3,萬里,2022-12-02,35,0,1,,23,5,35,16
2,汐止,2022-12-02,37,2,2,,3,37,30,1
1,基隆,2022-12-02,37,2,2,,7,37,32,6
85,大城,2022-12-01,35,2,1,,15,7,35,25
84,富貴角,2022-12-01,38,0,1,,25,0,38,15
83,麥寮,2022-12-01,28,8,1,,28,12,,23
80,關山,2022-12-01,28,2,1,,5,8,28,12
78,馬公,2022-12-01,34,0,1,,17,2,34,18
77,金門,2022-12-01,23,5,2,,14,20,23,19
75,馬祖,2022-12-01,22,0,2,,6,10,22,14
72,埔里,2022-12-01,44,5,2,,20,20,44,25
71,復興,2022-12-01,48,5,7,,42,45,,48
70,永和,2022-12-01,25,0,6,,5,25,,14
69,竹山,2022-12-01,43,2,2,,21,30,43,21
68,中壢,2022-12-01,45,2,7,,8,45,,19
67,三重,2022-12-01,47,2,9,,7,47,,8
66,冬山,2022-12-01,30,0,1,,,13,30,2
65,宜蘭,2022-12-01,28,2,2,,3,12,28,5
64,陽明,2022-12-01,33,2,1,,4,2,33,2
63,花蓮,2022-12-01,30,2,2,,13,18,30,9
62,臺東,2022-12-01,30,2,2,,11,12,30,6
61,恆春,2022-12-01,36,2,1,,4,2,36,6
60,潮州,2022-12-01,104,10,3,,50,28,104,66
59,屏東,2022-12-01,71,10,3,,49,30,71,59
58,小港,2022-12-01,61,10,5,,47,52,39,61
57,前鎮,2022-12-01,55,8,6,,46,43,,55
56,前金,2022-12-01,48,2,3,,38,35,48,44
54,左營,2022-12-01,44,8,3,,39,30,44,41
53,楠梓,2022-12-01,47,5,3,,40,35,47,37
52,林園,2022-12-01,54,18,5,,49,52,54,43
51,大寮,2022-12-01,56,12,5,,48,40,50,56
50,鳳山,2022-12-01,58,10,8,,40,53,,58
49,仁武,2022-12-01,46,8,3,,35,40,46,46
48,橋頭,2022-12-01,45,5,2,,36,37,45,45
47,美濃,2022-12-01,58,5,2,,34,18,58,42
46,臺南,2022-12-01,41,2,6,,29,32,38,41
45,安南,2022-12-01,39,2,2,,32,23,39,27
44,善化,2022-12-01,39,5,1,,20,23,39,24
43,新營,2022-12-01,38,5,2,,27,22,38,20
42,嘉義,2022-12-01,36,8,3,,23,28,36,20
41,臺西,2022-12-01,22,2,1,,22,8,,18
40,朴子,2022-12-01,37,8,2,,29,20,37,30
39,新港,2022-12-01,34,5,2,,28,17,34,22
38,崙背,2022-12-01,28,5,2,,28,22,28,21
37,斗六,2022-12-01,36,5,2,,20,25,36,21
36,南投,2022-12-01,30,0,2,,13,30,30,16
35,二林,2022-12-01,32,8,2,,32,17,29,18
34,線西,2022-12-01,20,5,3,,18,17,,20
33,彰化,2022-12-01,30,2,2,,18,30,26,17
32,西屯,2022-12-01,29,2,1,,10,20,29,12
31,忠明,2022-12-01,26,5,2,,10,25,26,10
30,大里,2022-12-01,27,5,2,,11,27,25,8
29,沙鹿,2022-12-01,28,2,2,,12,18,28,11
28,豐原,2022-12-01,19,0,1,,7,12,19,13
27,三義,2022-12-01,26,2,1,,6,10,26,9
26,苗栗,2022-12-01,27,2,1,,7,20,27,10
25,頭份,2022-12-01,22,5,2,,5,22,,11
24,新竹,2022-12-01,25,2,2,,8,20,25,13
23,竹東,2022-12-01,28,0,1,,5,12,28,12
22,湖口,2022-12-01,28,2,1,,9,13,28,11
21,龍潭,2022-12-01,26,2,2,,1,17,26,0
20,平鎮,2022-12-01,38,2,3,,6,38,22,20
19,觀音,2022-12-01,31,2,1,,15,8,31,15
18,大園,2022-12-01,40,8,1,,12,40,25,16
17,桃園,2022-12-01,28,5,3,,4,28,24,6
16,大同,2022-12-01,52,2,9,,15,52,,21
15,松山,2022-12-01,37,2,2,,8,37,25,1
14,古亭,2022-12-01,26,0,2,,4,25,26,11
13,萬華,2022-12-01,37,2,3,,4,37,25,12
12,中山,2022-12-01,37,0,3,,5,37,24,7
11,士林,2022-12-01,28,0,1,,3,15,28,6
10,淡水,2022-12-01,29,2,1,,2,7,29,4
9,林口,2022-12-01,33,0,1,,6,33,24,4
8,菜寮,2022-12-01,26,0,3,,3,23,26,8
7,新莊,2022-12-01,27,0,2,,7,27,25,6
6,板橋,2022-12-01,35,2,3,,3,35,24,10
5,土城,2022-12-01,25,0,2,,5,25,25,1
4,新店,2022-12-01,28,0,3,,4,28,24,5
3,萬里,2022-12-01,35,0,1,,33,3,35,18
2,汐止,2022-12-01,27,2,1,,1,17,27,1
1,基隆,2022-12-01,32,2,1,,7,5,32,8
85,大城,2022-11-30,34,2,2,,26,18,34,31
84,富貴角,2022-11-30,38,0,1,,30,2,38,22
83,麥寮,2022-11-30,56,2,2,,56,20,,38
80,關山,2022-11-30,31,2,1,,17,7,31,12
78,馬公,2022-11-30,34,0,1,,20,7,34,15
77,金門,2022-11-30,26,2,2,,21,23,26,17
75,馬祖,2022-11-30,27,0,2,,11,7,27,20
72,埔里,2022-11-30,40,2,2,,16,18,40,22
71,復興,2022-11-30,60,5,7,,55,50,,60
70,永和,2022-11-30,23,0,5,,6,23,,19
69,竹山,2022-11-30,44,2,2,,22,25,44,26
68,中壢,2022-11-30,37,2,8,,15,37,,22
67,三重,2022-11-30,52,2,9,,8,52,,11
66,冬山,2022-11-30,30,0,2,,10,17,30,3
65,宜蘭,2022-11-30,29,2,2,,8,13,29,12
64,陽明,2022-11-30,32,2,2,,3,2,32,3
63,花蓮,2022-11-30,31,2,2,,16,13,31,15
62,臺東,2022-11-30,31,0,1,,16,8,31,9
61,恆春,2022-11-30,36,0,1,,6,0,36,9
60,潮州,2022-11-30,58,5,3,,38,33,58,48
59,屏東,2022-11-30,56,5,3,,45,27,51,56
58,小港,2022-11-30,69,8,5,,57,52,41,69
57,前鎮,2022-11-30,70,5,6,,64,50,,70
56,前金,2022-11-30,67,2,3,,59,37,44,67
54,左營,2022-11-30,59,5,3,,58,30,42,59
53,楠梓,2022-11-30,56,5,3,,56,32,42,53
52,林園,2022-11-30,60,8,3,,60,38,50,51
51,大寮,2022-11-30,67,8,3,,52,43,54,67
50,鳳山,2022-11-30,69,10,8,,52,54,,69
49,仁武,2022-11-30,61,10,3,,49,35,42,61
48,橋頭,2022-11-30,65,5,3,,60,28,42,65
47,美濃,2022-11-30,48,2,2,,34,18,48,39
46,臺南,2022-11-30,64,2,6,,51,38,36,64
45,安南,2022-11-30,59,2,3,,59,23,34,57
44,善化,2022-11-30,46,2,2,,41,27,38,46
43,新營,2022-11-30,50,2,2,,50,33,37,40
42,嘉義,2022-11-30,42,8,3,,37,35,36,42
41,臺西,2022-11-30,43,2,2,,43,18,,32
40,朴子,2022-11-30,60,5,3,,60,17,34,47
39,新港,2022-11-30,66,5,2,,66,25,34,44
38,崙背,2022-11-30,57,5,2,,57,18,29,42
37,斗六,2022-11-30,39,2,2,,32,30,39,35
36,南投,2022-11-30,32,2,3,,22,32,32,21
35,二林,2022-11-30,61,5,2,,61,20,29,28
34,線西,2022-11-30,40,5,3,,40,23,,30
33,彰化,2022-11-30,37,2,2,,37,33,26,26
32,西屯,2022-11-30,31,2,2,,19,25,31,19
31,忠明,2022-11-30,30,2,2,,19,23,30,15
30,大里,2022-11-30,30,5,2,,20,22,30,14
29,沙鹿,2022-11-30,31,2,2,,20,23,31,19
28,豐原,2022-11-30,23,0,2,,11,13,23,20
27,三義,2022-11-30,31,0,2,,9,23,31,13
26,苗栗,2022-11-30,30,5,2,,14,17,30,18
25,頭份,2022-11-30,20,5,2,,13,20,,14
24,新竹,2022-11-30,26,2,2,,12,18,26,16
23,竹東,2022-11-30,31,0,2,,13,22,31,15
22,湖口,2022-11-30,28,0,2,,12,12,28,15
21,龍潭,2022-11-30,29,2,2,,5,18,29,1
20,平鎮,2022-11-30,32,2,2,,8,32,25,19
19,觀音,2022-11-30,31,2,2,,16,7,31,17
18,大園,2022-11-30,32,5,2,,15,32,29,25
17,桃園,2022-11-30,26,5,2,,8,22,26,7
16,大同,2022-11-30,45,2,7,,9,45,,14
15,松山,2022-11-30,33,2,2,,10,33,28,5
